5167320405904764|03|2022|991
5167320405907858|03|2022|991
5167320405903345|03|2022|991
5167320405906751|03|2022|991
5167320405907114|03|2022|991
5167320405900150|03|2022|991
5167320405907817|03|2022|991
5167320405903675|03|2022|991
5167320405908518|03|2022|991
5167320405907106|03|2022|991
5167320405906736|03|2022|991
5167320405901042|03|2022|991
5167320405908161|03|2022|991
5167320405901000|03|2022|991
5167320405905746|03|2022|991
5167320405900101|03|2022|991
5167320405903717|03|2022|991
5167320405907320|03|2022|991
5167320405907130|03|2022|991
5167320405908401|03|2022|991
5167320405901075|03|2022|991
5167320405900515|03|2022|991
5167320405900275|03|2022|991
5167320405904848|03|2022|991
5167320405908211|03|2022|991
5167320405905266|03|2022|991
5167320405904434|03|2022|991
5167320405902586|03|2022|991
5167320405900382|03|2022|991
5167320405906702|03|2022|991
5167320405906272|03|2022|991
5167320405901513|03|2022|991
5167320405908724|03|2022|991
5167320405900887|03|2022|991
5167320405907155|03|2022|991
5167320405907015|03|2022|991
5167320405901802|03|2022|991
5167320405908617|03|2022|991
5167320405901562|03|2022|991
5167320405908773|03|2022|991
5167320405906876|03|2022|991
5167320405900374|03|2022|991
5167320405906728|03|2022|991
5167320405907536|03|2022|991
5167320405905076|03|2022|991
5167320405901653|03|2022|991
5167320405907502|03|2022|991
5167320405902727|03|2022|991
5167320405901463|03|2022|991
5167320405907635|03|2022|991
5167320405901273|03|2022|991
5167320405907288|03|2022|991
5167320405907767|03|2022|991
5167320405905548|03|2022|991
5167320405905076|03|2022|991
5167320405901604|03|2022|991
5167320405907585|03|2022|991
5167320405900168|03|2022|991
5167320405900325|03|2022|991
5167320405900705|03|2022|991
5167320405901331|03|2022|991
5167320405902107|03|2022|991
5167320405904830|03|2022|991
5167320405900721|03|2022|991
5167320405905225|03|2022|991
5167320405908427|03|2022|991
5167320405906587|03|2022|991
5167320405907833|03|2022|991
5167320405904160|03|2022|991
5167320405903055|03|2022|991
5167320405900838|03|2022|991
5167320405903667|03|2022|991
5167320405900275|03|2022|991
5167320405901166|03|2022|991
5167320405903642|03|2022|991
5167320405900747|03|2022|991
5167320405901083|03|2022|991
5167320405906538|03|2022|991
5167320405901687|03|2022|991
5167320405904061|03|2022|991
5167320405905837|03|2022|991
5167320405906512|03|2022|991
5167320405901513|03|2022|991
5167320405905357|03|2022|991
5167320405900283|03|2022|991
5167320405902354|03|2022|991
5167320405904822|03|2022|991
5167320405903527|03|2022|991
5167320405907221|03|2022|991
5167320405903618|03|2022|991
5167320405902156|03|2022|991
5167320405906454|03|2022|991
5167320405900556|03|2022|991
5167320405903766|03|2022|991
5167320405903535|03|2022|991
5167320405900721|03|2022|991
5167320405905720|03|2022|991
5167320405904632|03|2022|991
5167320405901687|03|2022|991
5167320405906033|03|2022|991
5167320405908880|03|2022|991
5167320405906041|03|2022|991
5167320405901588|03|2022|991
5167320405900150|03|2022|991
5167320405905548|03|2022|991
5167320405908005|03|2022|991
5167320405900325|03|2022|991
5167320405907502|03|2022|991
5167320405902453|03|2022|991
5167320405902818|03|2022|991
5167320405902602|03|2022|991
5167320405905167|03|2022|991
5167320405906637|03|2022|991
5167320405901307|03|2022|991
5167320405908500|03|2022|991
5167320405907361|03|2022|991
5167320405906173|03|2022|991
5167320405905365|03|2022|991
5167320405906116|03|2022|991
5167320405905555|03|2022|991
5167320405905548|03|2022|991
5167320405908641|03|2022|991
5167320405901430|03|2022|991
5167320405902784|03|2022|991
5167320405904632|03|2022|991
5167320405908013|03|2022|991
5167320405902347|03|2022|991
5167320405907601|03|2022|991
5167320405908807|03|2022|991
5167320405908211|03|2022|991
5167320405907262|03|2022|991
5167320405908203|03|2022|991
5167320405900382|03|2022|991
5167320405901281|03|2022|991
5167320405901745|03|2022|991
5167320405900465|03|2022|991
5167320405905332|03|2022|991
5167320405902271|03|2022|991
5167320405901125|03|2022|991
5167320405904384|03|2022|991
5167320405908575|03|2022|991
5167320405908187|03|2022|991
5167320405906850|03|2022|991
5167320405902446|03|2022|991
5167320405903774|03|2022|991
5167320405908757|03|2022|991
5167320405906306|03|2022|991
5167320405904848|03|2022|991
5167320405906173|03|2022|991
5167320405902065|03|2022|991
5167320405907460|03|2022|991
5167320405906777|03|2022|991
5167320405901018|03|2022|991
5167320405903725|03|2022|991
5167320405901844|03|2022|991
5167320405907668|03|2022|991
5167320405904681|03|2022|991
5167320405901042|03|2022|991
5167320405901521|03|2022|991
5167320405907783|03|2022|991
5167320405903436|03|2022|991
5167320405903113|03|2022|991
5167320405902107|03|2022|991
5167320405908302|03|2022|991
5167320405906041|03|2022|991
5167320405904467|03|2022|991
5167320405906454|03|2022|991
5167320405908658|03|2022|991
5167320405903501|03|2022|991
5167320405904020|03|2022|991
5167320405908252|03|2022|991
5167320405905514|03|2022|991
5167320405903626|03|2022|991
5167320405902271|03|2022|991
5167320405903154|03|2022|991
5167320405901414|03|2022|991
5167320405903501|03|2022|991
5167320405903303|03|2022|991
5167320405903063|03|2022|991
5167320405903188|03|2022|991
5167320405904350|03|2022|991
5167320405902883|03|2022|991
5167320405900168|03|2022|991
5167320405902073|03|2022|991
5167320405904616|03|2022|991
5167320405900325|03|2022|991
5167320405907510|03|2022|991
5167320405908815|03|2022|991
5167320405903154|03|2022|991
5167320405901588|03|2022|991
5167320405902206|03|2022|991
5167320405907387|03|2022|991
5167320405901000|03|2022|991
5167320405907635|03|2022|991
5167320405908062|03|2022|991
5167320405906645|03|2022|991
5167320405907528|03|2022|991
5167320405903857|03|2022|991
5167320405904483|03|2022|991
5167320405901042|03|2022|991
5167320405905365|03|2022|991
5167320405905167|03|2022|991
5167320405905886|03|2022|991
5167320405901513|03|2022|991
5167320405904053|03|2022|991
5167320405908187|03|2022|991
5167320405907445|03|2022|991
5167320405902222|03|2022|991
5167320405900317|03|2022|991
5167320405905472|03|2022|991
5167320405904384|03|2022|991
5167320405903352|03|2022|991
5167320405902222|03|2022|991
5167320405901737|03|2022|991
5167320405908245|03|2022|991
5167320405907627|03|2022|991
5167320405902461|03|2022|991
5167320405903378|03|2022|991
5167320405907288|03|2022|991
5167320405906124|03|2022|991
5167320405904251|03|2022|991
5167320405905373|03|2022|991
5167320405907452|03|2022|991
5167320405905357|03|2022|991
5167320405900606|03|2022|991
5167320405906413|03|2022|991
5167320405903212|03|2022|991
5167320405908526|03|2022|991
5167320405908054|03|2022|991
5167320405904020|03|2022|991
5167320405905845|03|2022|991
